Data Series,Total All Markets,  America,    Antigua And Barbuda,    Argentina,    Bahamas,    Bermuda,    Brazil,    Canada,    Chile,    Colombia,    Costa Rica,    Cuba,    Dominican Rep,    Ecuador,    El Salvador,    Guatemala,    Guyana,    Honduras,    Jamaica,    Mexico,    Netherlands Antilles,    Panama,    Paraguay,    Peru,    Puerto Rico,    St. Vincent And The Grenadines,    Trinidad And Tobago,    United States,    United States Virgin Islands,    Uruguay,    Venezuela,    Other Markets America,  Asia,    Afghanistan,    Bahrain,    Bangladesh,    Brunei,    Cambodia,    China,    Christmas Island,    Hong Kong,    India,    Indonesia,    Iran,    Iraq,    Israel,    Japan,    Jordan,    Kazakhstan,"    Korea, Dem Peo Rep Of","    Korea, Rep Of",    Kuwait,    Lao,    Lebanon,    Macao,    Malaysia,    Maldives,    Mongolia,    Myanmar,    Nepal,    Oman,    Pakistan,    Philippines,    Qatar,    Saudi Arabia,    Sri Lanka,    Syria,    Taiwan,    Thailand,    Turkiye,    United Arab Emirates,    Viet Nam,    Yemen,    Other Markets Asia,  Europe,    Austria,    Belarus,    Belgium,    Bulgaria,    Croatia,    Cyprus,    Czech Rep,    Denmark,    Estonia,    Finland,    France,    Germany,    Greece,    Hungary,    Ireland,    Italy,    Latvia,    Lithuania,    Luxembourg,    Malta,    Netherlands,    Norway,    Poland,    Portugal,    Romania,    Russia,    Slovakia,    Slovenia,    Spain,    Svalbard And Jan Mayen Islands,    Sweden,    Switzerland,    Ukraine,    United Kingdom,    Other Markets Europe,  Oceania,    Antarctica,    Australia,    Fiji,    French Polynesia,    Guam,    Marshall Islands,    New Caledonia,    New Zealand,    Northern Mariana Islands,    Papua New Guinea,    Samoa,    Solomon Islands,    Vanuatu,    Other Markets Oceania,  Africa,    Algeria,    Angola,    Benin,    Cameroon,    Cape Verde,    Comoros,"    Congo, Dem Rep Of",    Cote D'ivoire,    Djibouti,    Egypt,    Ethiopia,    Gabon,    Ghana,    Guinea,    Kenya,    Liberia,    Libya,    Madagascar,    Mauritius,    Morocco,    Mozambique,    Nigeria,    Reunion,    Seychelles,    Sierra Leone,    Somalia,    South Africa,    Sudan,    Swaziland,    Tanzania,    Tunisia,    Zambia,    Zimbabwe,    Other Markets Africa
2017 Dec,40104.3,5014.4,0,4.9,0,0,138.1,137.7,9.4,17.6,13.4,1.8,5.3,0.7,0.9,1.4,0,0.7,0.5,187.4,9.3,30.8,0.2,1.3,6,0,15.7,4169.5,0.3,3.6,229,29,27349.4,0.1,2.6,22.6,58.2,12.3,6198.4,0,373.2,782,1534.2,47.9,383.9,61.3,2703.4,1.1,44.4,0,1548.8,378.5,1.5,0.1,2.1,4559.3,0,0.5,11.3,0.7,3.1,8.8,1014.9,628.8,1380.5,40.6,0,3242.2,890.8,82,914.5,385.2,0.6,28.9,6809.7,86.3,1.3,148.1,37,3.5,0.7,54.3,46,3.5,33.4,1165,1117.2,94.8,29.8,102.6,528.7,1.1,3.7,6.9,20.3,323.3,82.9,73.6,53.2,12.3,651.9,10,6.1,137.4,0,135.3,1140.3,5.7,685.9,7.6,576.9,0,450.2,0.5,0.1,0.1,0,0,70.8,0.1,54.8,0,0,0,0.2,353.8,0,80.1,0,3.1,0.2,0.9,0,0.2,0.1,3,0.2,0,8.4,0,0.4,0,0,11.6,0.8,12.5,0.5,5.8,0.1,0,0,0,61.6,0,0.9,8,2.4,22.8,0.3,129.8
2017 Nov,41477,4895.6,0,5.4,0.4,0,187.3,130.4,6.4,44.9,7.4,0.9,4.9,1.2,0.8,2.4,0.1,0.1,0.1,200.1,0.5,0.3,0.1,0.9,7.3,0,0,3916.7,0,2.5,332.9,41.6,28430,0.1,82.7,28.2,78.1,14.8,6067.8,0.1,373.9,964.1,1942.1,161,95.6,120,2457.4,4.6,0,0,1932.3,610.9,1.5,0.1,2.5,4832.6,0.1,0,11.6,0.7,40.8,6,920.3,720.7,1238.4,10.9,0,3203.4,862.8,90.8,1156.8,372.9,0.9,22.5,6876,88.2,2,137.4,3.4,1.7,1.1,44.5,43.6,2.4,35.7,1172.9,1136,8.3,34.3,121.1,415.9,46.1,2.4,2.3,48.3,364.9,67.2,41.1,58.9,11.3,551.1,13.6,9.6,122.1,0,134.9,1349.3,3.5,791.8,9,992.2,0,859.5,0.5,0.1,0.2,0,0,130,0,1,0,0.4,0.3,0.2,283.2,0,1.3,0.4,2.6,0,0.9,0,1,0.3,3.7,0.1,0,14.7,0,0.7,0.3,68.3,2.6,0.6,12.9,0.3,11.3,0,0.2,0.2,0,80.4,0,0.2,1.1,26.1,7.1,0.8,45.1
2017 Oct,39347.1,4983.1,0,4.6,0.5,0,176.7,135.3,9.4,1.9,7.4,1.1,4.4,1.4,1.2,1.3,0,0.3,0,266.2,63,0.7,0.3,2.2,9.1,0,0,4039.3,0,3.4,252.2,1.3,27283.6,0.1,47.4,28.7,2.1,14.7,4988.5,0,910.5,1160.1,2098.7,148.4,136,87.5,2285.1,2.2,0,0,1860.1,317.2,0.2,0.2,2.3,4764.2,0,0,10.6,0.1,0.5,6,719.2,714.9,1188.6,15.6,0,3360.1,808.6,90.3,1044.9,418.6,0.3,51.1,6292.9,88.4,0.4,206.3,2.7,9.1,0.8,42,43.9,3.8,62.6,960.6,1167.7,79.8,30.9,100.5,409.1,56.2,9,5.9,21.1,355.6,86.5,43.6,45.8,9.8,467.7,7.4,12.4,89.2,0,151,944.2,17.1,750.8,10.8,570.3,0.1,464.9,0.2,0.1,0,0,0.1,75.8,0,26.9,0,0.3,0.4,1.5,217.2,0,0,0.7,1,0.1,0,0,1,0.1,3.3,0.3,0,15.4,0,0.5,0,0,0.2,1.2,15.7,0.5,4.7,0.2,0,0,0,58.1,0,0.2,2.4,2.2,33.6,6.3,69.4
2017 Sep,35732.2,4435.1,0,6.4,2.6,0,107.4,107.4,4.3,31.6,6.2,0.4,5.9,0.9,1.2,1.6,0,0.2,0,174.8,63.7,1.1,0.2,1.1,8.1,0,0,3647.5,0,3.8,253.1,5.7,25101,0,3.8,30.4,25.1,122.2,5041.5,0,357.3,856.6,1753.2,81.2,187.9,64.1,2201.1,2,26.7,0,1992.2,180.5,0.9,0.2,1.5,4180.7,0.1,0,16.4,1.2,41.1,6.2,606.8,601.4,1052.3,8.4,0,3322.7,953.6,49.8,953.2,376.5,0.5,1.6,5484.9,73.2,0.4,98.1,36.4,4,0.9,35.5,47.8,1.4,29.7,1027.8,1055.4,6.1,32.2,95.9,308.9,51,3.1,3.4,23.2,270.4,52.5,30.2,58.4,9.3,510.9,6.6,6.1,90.6,0,116,762.6,30.7,596.1,9.9,462.7,0,377.5,0.5,0.2,0.2,0.3,0.1,63.5,0,19.8,0,0.4,0,0.2,248.5,40,0,0,1.9,0,0,12.8,1,0.1,2.9,0.2,0,12.6,0,0.5,0,17.1,0.2,1.7,12.5,0.4,43.9,0.1,0.3,0.1,0,51.6,0,0.1,0.1,1.2,0.3,4.9,42
2017 Aug,38702.9,4888.7,0,6.8,0,0,154.3,132.7,7.3,82.2,6.8,0.5,6,1.1,0.8,1.3,0,0.1,0.2,213.8,24.6,0.6,0.3,1.3,16.4,0,6.3,4152.3,0,1.8,70,1.3,26491.1,0,36.4,38.1,24.8,53.7,5001.8,0,317.4,882.9,1902.3,114,149.5,98.9,2319.5,2.5,37.5,0,1983.5,353,1.6,0.2,2.9,4795.2,0.3,0.2,12.7,0.2,5.7,6.1,650.4,797.6,885.6,25.9,0,3641.4,850.4,54.1,1065.3,377,0.8,1.7,6491.4,87,0.5,122.7,3.1,3.2,11.7,38.4,42.2,1.6,29.1,1170,1179.5,70.8,44.9,100.6,387.3,28.1,2.6,4.6,19.4,494.4,50.9,53.4,50.6,10.8,592.9,6.8,8.7,104.1,0,127.8,808.8,11.3,808.9,14.7,436.4,0,348.3,0.3,0.1,0,0,0,68.3,0,18.2,0,0.5,0.2,0.5,395.2,64.9,0,0.2,2.4,0.1,0,0,0.4,0.1,3.9,0,0,16.6,0.1,1.8,0.1,43.8,2,2.7,14.9,0.2,3.6,0.5,0,0,0,91.4,0.1,0.2,0,2.4,5,2,136.1
2017 Jul,36874.7,4684.4,0,6.3,0.1,0,124.3,157.6,8.3,57.4,7.1,0.5,3.1,1,1.9,0.4,0,0.2,0,230,152.5,0.1,0.2,20,20.2,0,0,3775.7,0,1.1,114.1,2,24750.6,0.1,1.5,36.6,44.9,16.7,5054.8,0,667.6,811.2,1610.8,133,203.8,55.6,2180.9,0.9,0,0,1933.9,462.8,0.5,0.1,3.7,4377.5,0.1,0.1,11.7,0.2,2.7,5.6,576.2,500.9,809.4,10.9,0,3256.8,738.4,134.3,699.1,405.6,0.2,1.3,6169.1,87.2,0.8,147.2,3.6,2.9,0.6,38.7,43.8,2.7,29,1085.9,1051,10.3,29.6,108.5,557.6,39.9,18.5,1.5,127.6,250.2,110.9,52.3,52.2,11.8,233.4,8.3,6,77,0,148.3,1302.6,3,519.1,7.2,1014.6,0,686.5,0.5,0.1,0,0,0,290,0,36.7,0,0.4,0,0.2,256.1,15.1,10.4,0,2.2,0,0.3,0,3,0,4.7,0,0.5,12.3,0.3,0.7,0.1,44.4,11.5,0.8,13.6,0,2.5,0.1,1.3,0,0,57.5,0.5,0.2,0.1,1.8,3.3,3.2,65.7
2017 Jun,36416.6,5147.3,0,10.2,0.1,0,171.6,319.7,7.4,11.7,6.5,0.6,4.1,1.2,1.2,0.7,0,0.4,0.1,302.5,31,0.1,0.1,22.2,31.6,0,0.1,4129.1,0,1.2,92.8,1.2,24011.2,0,4,29.2,2.7,49.6,4986.2,0,424.5,516.2,1675.1,71.4,78.1,56.2,2362.2,0.8,0,0.3,1688.9,239.7,0.5,0.1,1.5,4070.9,0.4,0.3,9.2,0.6,6.4,7.7,592,602.6,881.8,9.4,0,3344,791.2,92.9,1031.3,379.8,0.6,2.8,6428.7,79.2,1.7,176.7,5.5,0.6,1,35.6,39.5,1.9,45.5,1062.9,1093.2,94.1,28,102.9,492.9,3.3,2.6,5.2,176.7,466.5,58.9,41.1,44.2,12.3,610.5,5.2,5.6,81.3,0,104.2,730.3,1.6,806.1,12.1,486,0,320.9,0.2,0.6,0.1,0,0,78.3,0,85.5,0,0.3,0,0.1,343.4,24.1,0,0.5,2.9,0.1,0,0,0.3,0.2,4.2,0,0.5,14.2,1.6,0.9,0.1,35.3,19.7,2.2,14.7,0.4,1.3,0,0.1,0,0,47.7,0.3,0,0.1,1.6,2.3,2.4,165.8
2017 May,39149.5,5372,0,8.2,0,0,160.5,197.3,6.2,0.8,6.3,25.5,4.2,1.5,1.2,1.7,0,0.2,0,269.3,30.8,0.4,0.3,1.7,44.1,0,0,4561.7,0,1.9,46.6,1.5,26420.2,0.2,135.9,43.4,47.3,10.9,5481.2,0,1010,766.8,1720.2,26.2,154,67.5,2089.2,2.8,0,0,1840.2,163.8,0.5,0.2,0.8,4789,0,0,29.4,0.4,1.8,7,636.2,747.3,967.4,13,0,3062.7,905.8,75.3,1204.8,417.6,0,1.2,6434,80.2,1.1,187.5,35.1,1.3,1.5,43.9,48.5,1.7,47.3,1007.9,1192.5,127.2,31.1,125.5,396.4,4.5,2.5,9.6,48.7,301.6,105.8,36.2,39.3,9.8,437.7,6,8.8,104.9,0,119,1206.3,17.5,638.7,8.1,674.8,0,504.5,0.3,0.6,0,0,0,115.5,0,50.2,0,0,0,3.7,248.6,0,0,0.5,3.6,0,0,0,2.6,1.3,4.2,0.2,0.6,12.5,0,0.9,0,37.1,26.1,1,15.6,0.7,0.9,0.1,0,0,0,55.5,0,0.1,0.3,2.2,2.5,1.3,78.8
2017 Apr,34542.1,4481.4,0,5.3,0.1,0,141.5,108.6,5.3,15.2,4.2,0.7,5.1,1.3,0.7,1,0,0.1,0,255.2,0.2,0.4,0,0.6,17.9,0,0,3870.7,0,0.9,41.1,5.1,23510.6,0,2.2,20.9,43.6,25,4724.4,0,308.2,596.2,1808.8,48.5,237.2,74,2137.1,2,0.1,0,2025.6,504.3,0.9,0.1,0.7,4248.2,0.1,0,14.2,0.2,5.8,12.1,532.8,444.9,942.3,10.3,0,2472.3,773.5,177.9,896.3,419.3,0.4,0.5,5985.2,62.3,0.1,100.8,14.4,1.1,1.6,49.8,45.3,1.6,30.5,956.3,1126.5,33.3,50.5,100.8,502.8,25.4,2.4,4.2,15.1,517.5,79,35.2,40.9,8.7,561.3,6.4,6.5,94.9,0,114.2,844.7,42.2,500.3,8.9,409,0,306.8,0.3,0.1,0.1,0,0,88,0,13.2,0,0,0,0.5,155.9,0,0.1,0,2.1,0.4,0,0,1.4,0.1,3.7,0.6,4.8,9.8,0,0.6,0.2,0,23.2,1.3,15.3,0.4,0.8,1.1,0,0.3,0,63.6,0,0.3,0.6,2,0.7,2.4,19.8
2017 Mar,39987.6,5262.9,0,8.1,0.1,0,223.6,176.2,8.9,110.5,4.3,1.1,3.3,1.4,3.6,5.3,0,0.3,0,213.8,0,58.3,0.3,1.6,20.8,0,0,4107.9,0,3.7,306.6,3.1,27215.5,0.4,9.4,45.5,29.4,10.9,5654.5,0,740.8,1034.8,1714.2,42.8,339.9,67.6,2672.8,1.5,0,0,1792.9,421.5,0.6,0.1,1.3,4639.7,0.1,0.5,10.4,0.3,12.9,9.2,626.7,510.2,1237.4,11.5,0,2973.9,837.5,61.6,1279,421.5,0.6,1.7,6570.9,78.7,0.1,143.4,2.7,9,0.7,39.5,44.5,2,30.9,1035.1,1066.1,9.2,36.3,123,487.6,4.9,2.6,7.4,88.6,566.6,123.5,50.5,41,11.1,477.9,6.4,5.2,158.9,0,210,1125.6,2.7,569.9,9.1,708.7,0,633.6,0.5,0.1,0,8.5,0.1,60.9,0,4.8,0,0,0,0.2,229.6,0,6.5,0,3.1,0.2,0.1,0,0.6,0.1,4.3,0.1,0.4,12,0,6,0,0,12.6,2.3,16.6,0.6,1.4,0,0,0,0,75.3,0,0.6,2.6,2.5,0.1,2,79.5
2017 Feb,33032.6,4097.8,0,4.2,0,0,187.7,118.8,6.8,56.4,3.7,1,5.1,0.9,1.1,2.1,0,0.3,0,228.4,17.2,0.3,0.4,2.6,11.6,0,0,3281.6,0,1.3,139.1,27,22103.1,0,30.5,29.5,32.2,11.5,3868.5,0,321.7,758.3,1592.7,58,164.3,50.5,2379.5,1.4,0,0,1581.9,347.6,0.2,0,0.9,4151.4,0.1,0.4,10.3,0.1,65,14.4,539.1,446.7,971.8,10.2,0,2549.9,730.7,51.4,1042.6,286.2,0.5,3,6067,70.3,0.2,171.7,2.8,6.5,1.2,30.6,43.5,1.1,28.3,923.8,984.6,36.8,29.8,83.8,332.5,2.7,46.5,3.3,17.1,519.1,123.1,51.1,42.6,11,794.4,5.8,3.7,83.5,0,84.8,1001.5,1.4,517.6,10.5,402.9,0,335.4,0.3,0.1,0.1,0,0.1,65.6,0,0.4,0,0.2,0.8,0.1,361.8,0,0.2,0,2.3,0.3,0.3,0,2.5,0,4.4,0.6,0.3,11.7,0,0.4,0.1,83,6.1,0.6,11.4,0.4,1.9,0.1,0.7,0,0,55.1,0,0.2,0.3,2.4,31.9,0.1,144.7
2017 Jan,36734.9,4743.8,0,7,0,0,228.1,134.4,8,125.9,4.5,45.8,5.7,1.2,1.2,2.1,0,0.3,0.1,201,31.6,0.3,0.4,4.4,10.5,0,0,3903.9,0,1.6,0,25.9,25008.4,0,2.3,23.6,32.3,10.9,5487.3,0,317.4,904.6,1522.8,103.8,141.5,50.1,2472,1.1,1.9,0,2142,473.6,0.2,0.2,1,4201.2,0.2,0.4,5.4,0.3,2.1,6.3,504.8,409.8,1074.1,10.7,0,3011.6,750.8,69.1,899.6,372.6,0.1,0.6,6105,76.4,0,150.3,55.3,6.4,21,33.8,39.2,0.8,23.6,766.6,923.3,114.4,38.8,100.7,387.5,2.7,2.3,17.7,16.2,411.3,66.7,143.9,40.9,9.9,578.9,7.3,4.1,97.1,0,109.7,1390.8,1.7,455.4,10.4,456,0,348.6,0.3,0.1,0.1,0,0,94.2,1.3,10.9,0,0,0.4,0.1,421.7,114.7,45.5,0,3.8,0.2,0.3,0,0.1,0.5,49.1,1.3,0.2,8.8,0,0.6,0,0,7.3,0.7,11,0.4,1.8,0.2,0.4,0.5,0.1,101.6,0.1,0,1.2,1.9,0.1,2,67.3
2016 Dec,39473.3,4645.3,0,13.3,0.1,0,175.7,126.7,9.1,5.8,6.3,0.5,3.3,1.2,1.5,1,0,0.2,0,205.7,0,0.6,0.3,1.6,7.7,0,0,3920.1,0,1.6,159.5,3,26302.5,0,27.7,29.4,4.1,14.3,5846.4,0,531.5,602,1554.5,29.7,55.3,112.7,2975.4,1.7,0.1,0,2113.5,558.1,0.2,0.1,1.5,4113.6,0.1,1.1,10,0.2,9.1,8.4,516.1,383.2,1150.6,11.3,0,3184.5,956.8,91.7,1064.3,341.9,0.4,1.1,7658.1,81.6,0.4,176.1,29.3,2.4,2.3,39.5,44.2,1.6,34.7,1424.3,1021.9,11.2,37.6,102.6,397.7,4.1,2.1,2.5,87.3,563.8,90.4,85.5,44.8,11.4,445.6,6.8,4.6,90.5,0,101,2084.7,1.3,615.7,8.5,524.8,0,425.3,0.4,0.1,0.1,0,0.2,76.1,0,22,0,0,0,0.6,342.6,50.1,0,0,4.2,0,0.3,0.1,1.2,0.3,25.6,0,0,6.5,0,0.5,0.1,9.9,2.6,2.4,16.9,1.1,6.8,0.1,0.1,0.2,0.1,61.2,0.1,0.1,2.2,1.5,2.6,0.6,145.3
2016 Nov,37483,4908.6,0.1,10.2,0,0,127.7,272.1,9.9,60.7,5.6,2.3,4.5,1.1,1.1,0.8,0,0.3,0,261.4,0.3,0.5,0.1,2.3,10.4,0,0,3989.9,0,1.5,143.9,1.9,25122.1,0,14.7,27.4,3.2,19.1,5189.2,0,652.1,1010.1,1581.2,82.1,207.5,92.4,2609.3,1.4,4.1,0.2,1666.6,214.4,0.4,0.2,1.1,4132.2,0,0.6,8.4,1.1,2.9,7,529.4,481.6,1338,10.1,0,3030.4,861.2,60,909.7,370.2,0.7,1.6,6535.5,80.7,0.6,117.8,12.5,0.8,20.8,44.2,62.5,1.9,31,882.3,1054.2,89.7,31.8,108.8,378.1,2.6,4.7,8.6,21.9,766.4,80.8,63.9,45.4,11.2,340.3,5.7,6.9,100.6,0,115.3,1406.7,0.9,625.3,10.8,576.5,0,450.8,0.5,0.2,0.1,0,0,87.6,0,36.7,0,0.3,0.2,0,340.2,58.1,0,0,5.2,0.2,0.3,0.1,3.5,0.1,42.7,1,0.2,10.3,0,0.4,0.1,14.9,2.3,1.4,12.8,1.8,0.8,0.1,0,0,0.1,116.9,0,0.1,1.8,1.4,8.4,1.1,54.1
2016 Oct,33929.8,4145.9,0,8.9,0.1,0,93.2,116.2,7.4,22.4,7.3,2.4,5.9,1.5,1.1,1.4,0.1,0.1,0.1,242.1,0.3,0.4,0.3,1,19.5,0,0,3448.6,0,1,163.3,1.5,23492.4,0,23.8,26.9,22.3,11.8,4892.6,0,362.5,874.2,1723.5,119.3,32.8,75,2622.2,2.1,0,0,1867,138.3,0.3,0.1,0.9,3932.4,0.1,0.5,10.7,0.5,11,8,525.5,399.9,983.3,9.6,0,2804.2,851.9,59,798.8,299.8,0,1.5,5667.2,85.2,0.3,155.6,25.4,0.7,1.6,40.8,43.4,1.8,28.5,938.1,983.1,36.3,38.2,83.3,400.4,2.2,2.4,11.4,21.3,342.6,119.5,37,39.6,10.4,432,5.7,4.6,103.6,0,116.2,963.6,2.1,579.1,11,471.9,0,404.9,1,0,0.1,0,0,60.3,0.1,5.3,0,0,0,0.2,152.3,0,0.4,0,5.7,0,0.8,0.1,1,0.1,2.5,1.2,0.3,4,0,0.7,0.1,33,1.3,1.2,12.8,1.5,4.8,0,0.2,1.2,0,68.2,0,0.3,0.8,1.3,0.3,5.2,3.2
2016 Sep,32761,4121.3,0,9.3,0,0.1,105.7,120.2,19.2,11.5,3.7,0.5,6.9,1.1,0.8,1.6,0,0.4,0.3,234.4,0,0.1,0.2,1.3,13.2,0,0,3515.2,0.2,1.6,63.6,10.4,23237.1,0,6.3,47.3,2.9,17.3,4592.2,0,343.6,620.2,1583,101.3,91.8,78.8,2465.2,0.3,0,0,2117.7,351.8,0.3,0.1,1.4,3917.8,0.2,0.2,19.9,0.2,7.9,5.4,579.8,448.7,766.9,8.5,0,2714.9,764.1,79.5,1133.2,366.9,0.6,0.7,4809.6,81.7,0.2,151.3,34.8,1,1.5,32.2,39.5,1.3,30.2,763.5,900.2,11,23.3,100.2,294.4,2.1,2.1,2.3,25.6,275.2,59.1,56.2,32.9,13,406,4.6,4.4,73,0,97.4,697.3,1.6,582.1,8.5,434.6,0,326.6,0.5,0,0,0,0,53.8,0,53.1,0,0,0.4,0,158.4,0,0,0,4.2,0,0.2,0,0.3,0.1,2.4,0.8,3.3,13.4,0,1.5,0.1,0,0.1,1,13.3,0.4,0.3,0.9,0,0.5,0,63.9,0,0.3,1.5,2,0,0.9,47
2016 Aug,33527.9,4754.1,0,4,0,0,139.5,273.7,16.2,11.4,5.2,0.6,6.8,0.9,0.7,1,0.1,0.2,0,253.9,36.4,1.6,0.1,1.9,33.8,0,0.1,3664.3,0.1,0.7,298.9,2.1,23121.5,0,30.3,21.2,20.7,113.1,4415.7,0,260.4,605.4,1566.2,151.1,7,52,2669.1,1.2,0.1,0,1838.3,283.2,0.5,0.1,0.6,4075.1,0.3,0,9.2,0.2,9.9,6.9,593.4,399.2,797.4,23,0,3004.3,842.8,42.6,885.7,393.5,0.3,1.3,4920.3,117.7,0.2,147.8,16.5,10.3,1.4,36.4,55.2,0.8,40.4,794.6,1069.6,36.8,25.8,97.9,490.2,3.8,1.6,3.6,23.3,308.3,66.8,39.5,35.9,9.2,178.5,5.1,5.6,98.5,0,100.7,532.4,0.6,555.9,9.3,433.7,0,340.4,0.5,0,0.1,0,0,85.6,0,6.4,0,0,0.1,0.6,298.4,0,0,0,2.3,0,0.3,0,1.8,0.1,3.2,1.1,0.7,13.9,0.9,0.7,0.1,69.2,0.7,1.3,13.8,0.4,0.5,0.1,0.8,0,0,127.9,0.1,0.2,3.7,1.3,0,1.1,52.2
2016 Jul,31906.4,4107.4,0,5.8,0,0.1,97.4,122.4,15.6,71.6,7.4,0.6,9.6,0.8,1.1,0.9,0.1,0.3,0,227.7,29.8,0.9,0.3,8.2,15,0,0,3377.7,0.1,1.7,108.9,3.4,22039,0.2,14.1,20.2,6.8,266.3,4482.8,0,279.4,718.8,1454.6,67.4,0,73.2,2225.6,2.2,0,0,2070.1,396.3,0.4,1.8,0.7,3576,0.1,0,40.1,1,9.2,4.9,584.2,302.4,817.8,15.8,0,2568.8,767.8,34.2,880.2,354.5,0,0.9,5153.8,119.4,0.2,114.8,29,9.3,1.2,31.6,40.1,6,25.2,996.4,1023.4,7.7,39.5,80.5,387.3,1.7,1.4,5.3,20.6,370,181.7,61.3,25,7.5,172,7.5,7,96.7,0,100.4,581,0.8,595.5,7.3,394.6,0,315.5,0.4,0.1,0,0,0,57.9,0,20.2,0,0,0,0.5,211.7,16.5,0.1,0,2.4,0,0.5,0.1,1.4,0,2.7,2,0.1,13.7,0,0.7,0.1,27.8,3.1,1,12.8,0.4,1.2,1,0.1,0,0,53.6,0,0.1,0.5,1.5,11.2,3.6,53.7
2016 Jun,34067.9,4396.5,0,6.3,0,0,119.9,131.4,7.4,34.7,7,0.6,6.2,31.4,0.5,0.8,0,0.2,0,203.9,0.3,0.1,0.2,34.1,28.7,0,0.1,3444.9,0,0.9,319.4,17.7,23479.2,0.1,2.7,22,2.9,463.8,4539.3,0,288.5,686.3,1679.1,61.2,5,75.4,2749.5,1.4,0.1,0,1772.8,292.5,1.7,0.2,0.6,3965.1,0.1,0.1,17.6,0.7,1.6,5.9,546,630.2,1057.9,8.2,0,2585.5,817.5,45.5,806.3,344,0,1.7,5302.1,126.3,0.3,106.3,2.6,0.8,0.7,36.4,45.7,2.5,40.4,923,1040.9,21.3,35.3,95.5,375.7,3,2.3,10.6,25.3,657.2,80.4,45.3,27,13.2,150.8,6.8,5,128.9,0,130.1,618.1,5.1,531.9,7.6,588.5,0,451.5,0.3,0,0,0,0.1,77.9,0,58.5,0,0,0,0.1,301.6,25.9,1.1,0,1.9,0,0.3,0,1.7,0.1,20.2,1.3,0.1,21.6,0.1,0.6,0.1,0,8.6,1.4,14.9,1.2,2.5,0.2,0.4,0,0,72.5,0,0.3,0.9,1.5,26.3,1.7,94.1
2016 May,32922.4,4284.6,0,10.6,0.1,0,182.5,137.3,54.8,16,7.3,0.9,7.3,1.3,0.7,0.3,0.1,0.6,0,222.2,0.9,0.7,0.3,12,44.9,0,0,3557.1,0,0.7,24.7,1.4,22261.9,0,46.9,21.8,4,347.5,4605.8,0,296.3,696.7,1686.9,74.2,0,45.2,2381.2,2.7,0.1,0,1899.6,358.5,1.7,0.2,3.7,3755.9,0.4,0.3,5.6,0.4,25.3,5.9,507.1,305.8,819.3,6.8,0,2386.8,741.5,126.1,716.6,382.8,0.2,1.9,5624.9,123.2,0.1,179.9,7.8,9.1,2.5,32.5,47.2,6.1,32.1,953,1014.7,7.5,30.3,100.1,485.8,2.9,51.2,10.7,24.1,473.6,83,46.5,33.7,8.8,321.3,6.7,5.6,90.7,0,134.3,657.2,18.9,619.6,4.2,498.8,0,388.8,0.5,0.1,0,0.1,0,70.8,0,38.3,0,0,0,0.1,252.1,0,0.1,0,6.8,0,1.1,0.1,0.9,0.1,4.8,2.7,0,13.6,0,0.8,0,31.1,13.5,1.1,12.1,0.2,1.5,0.1,0.1,0,0.1,56,0,0.1,2,1.9,7.7,0.3,93.1
2016 Apr,32238,4251,0,5.4,0,0,113.4,132.4,5.9,34.9,8.6,0.8,3.8,1.4,0.8,0.5,0.3,0.4,0,196.4,12.4,0,0.4,0.8,15.5,0,5.1,3679.5,0,0.4,15.7,16.1,21145.8,0,25.2,26.7,32.4,173.7,4430.9,0.1,333.8,502.8,1560.8,59.5,141.9,88.2,2486.4,2.4,0.1,0,2186.1,180.9,0.2,0.1,1,3257.8,0.1,0,8.9,0.5,22.4,6.6,464.2,210.3,718,12.4,0,2300.8,629.3,49.4,862.3,367.4,0,2.1,6051.1,116.3,0.1,374,33.7,5.3,0.9,32.1,40.2,14.2,32.2,1288.7,1013.9,18.4,56.6,89.1,443.3,1.6,19.2,7.3,37.9,356.3,103.4,39.5,33.5,7.2,301.3,6.7,7.2,83,0,102.9,619.1,0.5,760.3,5.1,545.2,0,442.6,0.5,0.2,0.1,0,0,62.1,0,39.2,0,0,0.1,0.4,244.8,0,0,0,4.4,0,0.3,0,2.9,0.1,4.9,2.5,0.2,24.5,0,0.8,0,0,27.5,1.4,13.5,0.2,0.4,0.5,0.1,0,0.2,43,0,0.4,4.7,1.2,56.4,36.9,17.7
